Acronym,SAT ID,Launch,(expected) EOL,"Satellite Programme",Orbit,Altitude,Longitude,Inclination,Ect,Sat Status,"Payload",Last update,Date
TWINS (2 sats),574,38896,43799,"Two Wide-angle Imaging Neutral-atom Spectrometers",Molniya,, ,63.4°,,Inactive,"LAD, TWINS",2022-03-21 8:46:29,2022-03-21
IBEX,575,39740,44895,"Interstellar Boundary Explorer",MAG,, ,11°,,Operational,"IBEX",2022-10-28 9:36:27,2022-10-28
ARTEMIS-P1,576,40739,44895,"Acceleration, Reconnection, Turbulence, and Electrodynamics of the Moon's Interaction with the Sun",Moon,, ,6°,,Operational,"EFI (THEMIS), ESA, FGM (THEMIS), SCM, SST",2022-10-28 9:39:35,2022-10-28
Parker Solar Probe,577,43324,45626,"Parker Solar Probe",Solar,, ,3.4°,,Operational,"FIELDS, ISIS-EPI, SWEAPI, WISPR",2022-03-21 10:58:12,2022-03-21
STSat-2C,578,41304,41897,"Science and Technology Satellite",MAG,670 km, ,80°,,Inactive,"LP, LRA (KARI), SREM-dose, SREM-particles",2015-07-29 12:33:18,2015-07-29
Meteor-P1,580,27219,27950,"Meteor-Priroda",DRIFT,890 km, ,81.2°,,Inactive,"IR (Meteor-1), MSU-M, MSU-S, SHF, TV (Meteor-1)",2013-02-13 19:37:41,2013-02-13
Meteor-P2,581,27895,28625,"Meteor-Priroda",DRIFT,890 km, ,81.2°,,Inactive,"IR (Meteor-1), MSU-M, MSU-S, R10-M, SHF, SI-1",2023-03-06 12:40:33,2023-03-06
Meteor-P3,582,28335,29065,"Meteor-Priroda",SunSync,640 km, , ,10:15 asc,Inactive,"MSU-M, MSU-S, R10-M, SHF, SI-1",2023-03-06 13:49:35,2023-03-06
Meteor-P4,583,28880,29611,"Meteor-Priroda",SunSync,640 km, , ,10:15 asc,Inactive,"MSU-M, MSU-S, R10-M, SI-1",2023-03-06 13:50:02,2023-03-06
Meteor-P5,584,29390,30120,"Meteor-Priroda",SunSync,630 km, , ,10:15 asc,Inactive,"MSS Fragment, MSU-E (Resurs-O1), MSU-M, MSU-S, MSU-SK (Resurs), R10-M",2023-03-06 13:51:45,2023-03-06
Meteor-P6,585,29777,30507,"Meteor-Priroda",SunSync,650 km, , ,10:15 asc,Inactive,"MSU-M, MSU-S, R10-M, SHF",2023-03-06 13:52:21,2023-03-06
HCMM,586,28606,29494,"Heat Capacity Mapping Mission",SunSync,620 km, , ,14:00 asc,Inactive,"HCMR",2015-07-27 23:53:22,2015-07-27
VNREDSat-1,587,41401,44530,"Vietnam Natural Resources, Environment and Disaster-monitoring Satellite",SunSync,704 km, , ,10:30 desc,Unclear,"NAOMI (AlSat)",2022-01-03 15:27:55,2022-01-03
GF-1,588,41390,44895,"Gao Fen",SunSync,640 km, , ,10:30 desc,Operational,"PMS, WFV",2022-10-28 9:41:15,2022-10-28
GF-2,589,41870,44895,"Gao Fen",SunSync,631 km, , ,10:30 desc,Operational,"PMS-2",2022-10-28 9:42:46,2022-10-28
TEMPO,590,45023,45991,"Tropospheric Emissions: Monitoring of Pollution",GEO,35786 km,91 ° W, ,,Commissioning,"TEMPO",2023-04-10 8:28:32,2023-04-10
GFZ-1,591,34808,36334,"GeoForschungsZentrum-1 Geodesy Satellite",DRIFT,398 km, ,51.6°,,Inactive,"RRA",2015-07-27 23:33:34,2015-07-27
MERLIN,592,46721,47817,"Methane Remote Sensing Mission",SunSync,506 km, , ,06:00 asc,Planned,"IPDA lidar",2023-08-31 9:06:00,2023-08-31
CartoSat-2C,593,42543,44895,"Satellite for Cartography",SunSync,505 km, , ,09:28 desc,Operational,"EvM, HRMX, PAN (CartoSat 2C/D",2022-10-24 8:49:19,2022-10-24
CartoSat-2D,594,42781,44895,"Satellite for Cartography",SunSync,515 km, , ,09:30 desc,Operational,"EvM, HRMX, PAN (CartoSat 2C/D",2022-10-24 8:49:34,2022-10-24
COMPIRA,595,44895,45991,"Coastal and Ocean measurement Mission with Precise and Innovative Radar Altimeter",DRIFT,TBD km, ,51°,,Planned,"Altimeter (COMPIRA), SHIOSAI",2022-12-10 21:42:41,2022-12-10
EgyptSat-1,596,39189,40378,"EgyptSat",SunSync,668 km, , ,10:30 desc,Inactive,"IREI, MBEI",2015-07-27 20:31:46,2015-07-27
EgyptSat-2,597,41745,42164,"EgyptSat",DRIFT,634 km, , ,10:30 desc,Inactive,"MSI (EgyptSat)",2021-11-04 14:02:13,2021-11-04
SAMPEX,598,33788,41226,"Solar Anomalous and Magnetospheric Particle Explorer",DRIFT,590 km, ,82°,,Inactive,"HILT, LEICA, MAST, PET",2015-07-29 11:24:55,2015-07-29
IMAGE,599,36610,38701,"Imager for Magnetopause-to-Aurora Global Exploration",MAG,6782 km, ,90°,,Inactive,"EUV, FUV/GEO, FUV/SI, FUV/WIC, HENA, LENA, MENA, RPI",2015-07-28 11:39:42,2015-07-28
KazEOSat-1,600,41759,44530,"Kazakhstan Earth Observation Satellite",SunSync,759 km, , ,10:15 desc,Unclear,"NAOMI (KazEOSat)",2022-01-03 15:31:35,2022-01-03
KazEOSat-2,601,41809,44530,"Kazakhstan Earth Observation Satellite",SunSync,630 km, , ,10:30 asc,Unclear,"KEIS",2022-01-03 15:31:56,2022-01-03
ResourceSat-2A,602,42711,44895,"Satellite for Earth Resources",SunSync,817 km, , ,10:20 desc,Operational,"AWiFS, LISS-3 (ResourceSat), LISS-4",2022-10-24 10:46:39,2022-10-24
INSAT-3DS,603,45230,47452,"Indian National Satellite - 3",GEO,35786 km,74 ° E, ,,Planned,"DCS (INSAT), IMAGER (INSAT), SAS&R, SOUNDER (INSAT)",2023-10-09 12:52:59,2023-10-09
EOS-04,604,44606,46356,"Radar Imaging Satellite",SunSync,529 km, , ,06:00 desc,Operational,"SAR-C (RISAT)",2023-07-24 8:50:54,2023-07-24
ScatSat-1,605,42639,44255,"Satellite for the Ocean",SunSync,732 km, , ,08:45 desc,Inactive,"OSCAT",2021-06-10 16:21:34,2021-06-10
GOSAT-2,606,43402,45260,"Greenhouse gas Observing Satellite",SunSync,613 km, , ,13:00 desc,Operational,"TANSO-CAI/2, TANSO-FTS/2",2023-08-14 8:42:43,2023-08-14
GF-3,607,42591,45260,"Gao Fen",SunSync,758 km, , ,06:00 desc,Operational,"SAR-C (GF-3)",2020-09-08 18:37:54,2020-09-08
GF-4,608,42366,44895,"Gao Fen",GEO,35786 km,106 ° E, ,,Operational,"GF-4/13 imager",2020-09-08 18:36:51,2020-09-08
GF-5,609,43228,43799,"Gao Fen",SunSync,705 km, , ,13:30 asc,Inactive,"AHSI, AIUS, DPC, EMI, GMI (GF-5), VIMS",2021-11-18 14:17:21,2021-11-18
Electro-L N4,613,44962,48548,"Electro",GEO,35786 km,165.8 ° E, ,,Operational,"DCS (Electro), GEOS&R (Electro), GGAK-E/DIR-E, GGAK-E/FM-E, GGAK-E/GALS-E, GGAK-E/ISP-2M, GGAK-E/SKIF-6, GGAK-E/SKL-E, GGAK-E/VUSS-E, MSU-GS",2023-06-05 13:25:09,2023-06-05
Meteor-M N2-3,615,45104,46721,"Meteor-3M",SunSync,820 km, , ,09:00 desc,Commissioning,"GGAK-E/GALS-E (Meteor), GGAK-E/SKIF-6 (Meteor), GGAK-M/RIMS-M, IKFS-2, KMSS, MSU-MR, MTVZA-GY, Severjanin-M",2023-07-03 10:39:21,2023-07-03
Meteor-M N2-4,616,45260,47087,"Meteor-3M",SunSync,820.7 km, , ,15:00 asc,Planned,"GGAK-E/GALS-E (Meteor), GGAK-E/SKIF-6 (Meteor), GGAK-M/RIMS-M, IKFS-2, IKOR-M, KMSS, MSU-MR, MTVZA-GY, MeteoSAR, SSPD",2023-07-03 16:14:27,2023-07-03
Meteor-M N2-5,617,45626,47452,"Meteor-3M",SunSync,820.7 km, , ,15:00 desc,Planned,"GGAK-E/GALS-E (Meteor), GGAK-E/SKIF-6 (Meteor), GGAK-M/RIMS-M, IKFS-2, IKOR-M, KMSS, MSU-MR, MTVZA-GY, MeteoSAR, SSPD",2023-07-03 16:14:57,2023-07-03
ISS RapidScat,621,41903,42601,"International Space Station",DRIFT,407 km, ,51.6°,,Inactive,"RapidScat",2019-10-30 19:17:25,2019-10-30
ISS CATS,622,42014,42704,"International Space Station",DRIFT,407 km, ,51.6°,,Inactive,"CATS",2018-12-28 1:22:51,2018-12-28
ISS LIS,623,42785,44895,"International Space Station",DRIFT,407 km, ,51.6°,,Operational,"LIS (ISS)",2021-06-14 14:31:25,2021-06-14
ISS OCO-3,624,43589,45991,"International Space Station",DRIFT,407 km, ,51.6°,,Operational,"OCO (ISS)",2023-02-06 13:58:54,2023-02-06
ISS HICO,625,40081,41906,"International Space Station",DRIFT,407 km, ,51.6°,,Inactive,"HICO",2015-07-28 12:40:46,2015-07-28
SAC-E/SABIA-MAR A,626,44895,46356,"Satélite de Aplicaciones Cientificas",SunSync,645 km, , ,10:30 desc,Planned,"DCS (SAC), HSC, MUS-nir/swir",2022-12-10 21:43:20,2022-12-10
SAC-E/SABIA-MAR B,627,44895,46721,"Satélite de Aplicaciones Cientificas",SunSync,645 km, , ,10:30 desc,Planned,"DCS (SAC), HSC, MUS-uv/vis/nir",2021-01-16 12:46:10,2021-01-16
ISS DESIS,628,43280,44895,"International Space Station",DRIFT,, ,51.6°,,Operational,"DESIS",2022-10-24 8:21:11,2022-10-24
Deimos-2,629,41809,45260,"Deimos",SunSync,620 km, , ,10:30 asc,Operational,"HiRAIS",2017-08-03 0:15:34,2017-08-03
SkySat-1,630,41599,44895,"Sky Satellite",SunSync,587 km, , ,10:30 desc,Operational,"SkySat",2022-12-10 21:59:17,2022-12-10
SkySat-2,631,41828,44895,"Sky Satellite",SunSync,600 km, , ,10:30 desc,Operational,"SkySat",2022-12-10 21:59:39,2022-12-10
ICON,632,43749,45260,"Ionospheric Connection Explorer",DRIFT,575 km, ,27°,,Operational,"EUV (ICON), FUV (ICON), IVM, MIGHTI",2022-10-21 10:18:06,2022-10-21
ISS GEDI,633,43439,45260,"International Space Station",DRIFT,407 km, ,51.6°,,Inactive,"GEDI Lidar",2023-06-19 9:07:26,2023-06-19
ISS ECOSTRESS,634,43280,44895,"International Space Station",DRIFT,407 km, ,51.6°,,Operational,"ECOSTRESS",2022-10-28 9:50:38,2022-10-28
Kondor-E1,635,41992,43434,"Kondor-Experimental SAR Spacecraft",DRIFT,500 km, ,74.75°,,Presumably inactive,"SAR-10",2020-01-01 3:19:51,2020-01-01
Diadéme-1,636,24511,54757,"Diadéme",DRIFT,698 km, ,39.9°,,Operational,"RRA (CNES)",2015-07-28 9:56:31,2015-07-28
Diadéme-2,637,24518,54757,"Diadéme",DRIFT,990 km, ,39.4°,,Operational,"RRA (CNES)",2015-07-28 9:57:00,2015-07-28
HRWS-SAR,638,47087,49643,"TerraSAR",SunSync,515 km, , ,06:00 desc,Planned,"HRWS-SAR",2023-08-31 8:57:19,2023-08-31
NI-SAR,639,45260,45991,"NASA-ISRO Synthetic Aperture Radar",SunSync,747 km, , ,06:00 desc,Planned,"SAR-L (NISAR), SAR-S (NISAR)",2023-07-31 7:25:13,2023-07-31
Resurs-P3,640,42442,42871,"Resurs-P",SunSync,477 km, , ,10:30 desc,Inactive,"GSA, Geoton-L1, ShMSA-SR, ShMSA-VR",2022-01-12 17:38:05,2022-01-12
HY-3A,641,44895,47087,"Hai Yang 3",SunSync,TBD km, , ,06:00 desc,Planned,"W-SAR",2022-12-10 21:43:56,2022-12-10
HY-3B,642,44895,47087,"Hai Yang 3",SunSync,TBD km, , ,06:00 desc,Planned,"W-SAR",2022-12-10 21:44:22,2022-12-10
HY-3C,643,45260,48182,"Hai Yang 3",GEO,35786 km,TBD, ,,Planned,"",2021-10-22 14:19:08,2021-10-22
Obzor-R N1,644,44895,46721,"Operative Monitoring Satellite - Radar",SunSync,650 km, , ,TBD,Planned,"ASAR (MP)",2022-01-12 17:41:27,2022-01-12
Obzor-R N2,645,45260,47087,"Operative Monitoring Satellite - Radar",SunSync,650 km, , ,TBD,Planned,"ASAR (MP)",2022-01-12 17:42:25,2022-01-12
Obzor-R N3,646,45626,47452,"Operative Monitoring Satellite - Radar",SunSync,650 km, , ,TBD,Planned,"ASAR (MP)",2022-01-12 17:43:13,2022-01-12
Obzor-R N4,647,46356,48913,"Operative Monitoring Satellite - Radar",SunSync,650 km, , ,TBD,Planned,"ASAR (MP)",2022-01-12 17:44:03,2022-01-12
Obzor-O N1,648,44895,47452,"Operative Monitoring Satellite - Optical",SunSync,700 km, , ,10:30 desc,Planned,"",2017-01-14 10:50:57,2017-01-14
Obzor-O N2,649,45626,48182,"Operative Monitoring Satellite - Optical",SunSync,700 km, , ,10:30 desc,Planned,"",2017-01-14 10:52:53,2017-01-14
Obzor-O N3,650,45991,48548,"Operative Monitoring Satellite - Optical",SunSync,700 km, , ,10:30 desc,Planned,"",2017-03-12 13:44:27,2017-03-12
Obzor-O N4,651,46356,48913,"Operative Monitoring Satellite - Optical",SunSync,700 km, , ,10:30 desc,Planned,"",2017-03-12 13:45:58,2017-03-12
SJ-9A,652,41196,44530,"Shijian 9",SunSync,645 km, , ,10:30 desc,Unclear,"MUX (SJ-9), PAN (SJ-9)",2022-01-03 15:43:28,2022-01-03
SJ-9B,653,41196,44530,"Shijian 9",SunSync,645 km, , ,10:30 desc,Unclear,"IRS (SJ-9)",2022-01-03 15:43:44,2022-01-03
SWARM-A,658,41600,45626,"The Earth’s Magnetic Field and Environment Explorers",DRIFT,460 km, ,87.35°,,Operational,"ACC, ASM, EFI (SWARM), GPS (ESA), LRR (DLR), STR (SWARM), VFM",2023-03-22 17:29:23,2023-03-22
NEMO-AM,659,45626,47087,"Nanosatellite for Earth Monitoring and Observation-Aerosol Monitoring",SunSync,650 km, , ,09:30 desc,Planned,"MADPI",2023-07-24 9:02:42,2023-07-24
CartoSat-2E,660,42909,44895,"Satellite for Cartography",SunSync,505 km, , ,09:29 desc,Operational,"EvM, HRMX, PAN (CartoSat 2C/D",2022-10-24 8:49:50,2022-10-24
JPSS-3,662,48548,51470,"Joint Polar Satellite System",SunSync,824 km, , ,13:30 asc,Planned,"ATMS, CrIS, Libera, OMPS-limb, OMPS-nadir, VIIRS",2023-09-21 15:40:12,2023-09-21
JPSS-4,663,46721,50739,"Joint Polar Satellite System",SunSync,824 km, , ,13:30 asc,Planned,"ATMS, CrIS, OMPS-limb, OMPS-nadir, VIIRS",2023-09-21 15:39:29,2023-09-21
GOES-17,664,43160,47087,"Geostationary Operational Environmental Satellite - 3rd generation",GEO,35786 km,104.7 ° W, ,,Stand-by,"ABI, DCIS, EXIS, GEOS&R , GLM, SEISS/EHIS, SEISS/MPS, SEISS/SGPS, SEM/MAG, SUVI",2023-07-10 12:19:09,2023-07-10
GOES-18,665,44621,48548,"Geostationary Operational Environmental Satellite - 3rd generation",GEO,35786 km,137 ° W, ,,Operational,"ABI, DCIS, EXIS, GEOS&R , GLM, SEISS/EHIS, SEISS/MPS, SEISS/SGPS, SEM/MAG, SUVI",2023-04-03 13:47:59,2023-04-03
GOES-U,666,45382,50739,"Geostationary Operational Environmental Satellite - 3rd generation",GEO,35786 km,75 ° W, ,,Planned,"ABI, CCOR, DCIS, EXIS, GEOS&R , GLM, SEISS/EHIS, SEISS/MPS, SEISS/SGPS, SEM/MAG, SUVI",2023-05-03 15:19:08,2023-05-03
GF-8,667,42181,44895,"Gao Fen",SunSync,475 km, , ,10:30 desc,Operational,"PMS-2",2020-09-08 18:34:42,2020-09-08
SSTL-S1 1,668,42195,44895,"Beijing-2 Constellation",SunSync,630 km, , ,10:30 asc,Operational,"VHRI-100",2022-10-28 9:53:06,2022-10-28
SSTL-S1 2,669,42195,44895,"Beijing-2 Constellation",SunSync,630 km, , ,10:30 asc,Operational,"VHRI-100",2022-10-28 9:53:20,2022-10-28
SSTL-S1 3,670,42195,44895,"Beijing-2 Constellation",SunSync,630 km, , ,10:30 asc,Operational,"VHRI-100",2022-10-28 9:53:50,2022-10-28
Himawari-9,671,42676,47452,"Himawari 3rd generation",GEO,35786 km,140.7 ° E, ,,Operational,"AHI, DCS (Himawari)",2023-10-02 7:22:05,2023-10-02
Kondor-E,672,41452,41608,"Kondor-Experimental SAR Spacecraft",DRIFT,500 km, ,74.75°,,Inactive,"SAR-10",2019-10-27 13:29:47,2019-10-27
TH-1C,673,42303,44895,"Tian Hui - 1",SunSync,498 km, , ,13:30 desc,Operational,"MS (TH), PAN (TH)",2022-10-28 9:57:10,2022-10-28
Jilin-1,674,43621,47452,"Jilin",SunSync,528 km, , ,10:30 asc,Operational,"Jilin Imager",2023-08-28 7:31:18,2023-08-28
WorldView-4,675,42685,43472,"WorldView",SunSync,617 km, , ,10:30 desc,Inactive,"SpaceView-110",2021-09-17 14:24:09,2021-09-17
TANSAT,676,42725,44593,"Scientific Exploratory Satellite for Atmospheric CO2",SunSync,712 km, , ,13:30 asc,Inactive,"ACGS, CAPI",2022-02-28 10:29:48,2022-02-28
ZY-3-02,677,42520,44895,"Zi Yuan - 3",SunSync,506 km, , ,10:30 desc,Operational,"MSC (ZY), TAC",2022-12-10 22:00:17,2022-12-10
FY-3J,678,46356,49278,"Feng-Yun - 3",SunSync,836 km, , ,05:00 desc,Planned,"GNOS-2, HIRAS-2, MERSI-LL, MWHS-2, MWTS-3, SIM-2, SSIM, SWS/SEM/FGM, SWS/SEM/HEPD, SWS/SEM/IMS, SWS/Tri-IPM, WindRAD, XEUVI",2022-12-06 20:23:41,2022-12-06
SkySat-3,679,42543,44895,"Sky Satellite",SunSync,500 km, , ,10:30 desc,Operational,"SkySat",2022-12-10 22:01:01,2022-12-10
HY-1E,680,44895,47817,"Hai Yang 1",SunSync,798 km, , ,13:30 asc,Planned,"AIS, COCTS, CZI",2023-07-10 12:51:24,2023-07-10
HY-1F,681,45260,48182,"Hai Yang 1",SunSync,798 km, , ,13:30 asc,Planned,"AIS, COCTS, CZI",2023-07-10 12:51:59,2023-07-10
HY-2E,682,45260,46721,"Hai Yang 2",SunSync,973 km, , ,06:00 desc,Planned,"ALT (sso), CMR, HSCAT, LRA (NASA), MWRI (HY-2)",2023-01-12 9:42:38,2023-01-12
HY-2F,683,45626,47087,"Hai Yang 2",DRIFT,1336 km, ,66°,,Planned,"ALT (high), CMR, DORIS, HSCAT, LRA (NASA)",2023-01-12 9:44:21,2023-01-12
Meteosat-8 (IODC),684,42628,44865,"Meteosat Second Generation (MSG)",GEO,35786 km,41.5 ° E, ,,Inactive,"DCS (Meteosat), GEOS&R , GERB, SEVIRI",2023-01-06 11:04:53,2023-01-06
HY-2N,685,45626,47452,"Hai Yang 2",DRIFT,1336 km, ,66°,,Considered,"",2023-02-08 16:59:43,2023-02-08
HY-2S,686,45260,46721,"Hai Yang 2",SunSync,, , ,,Considered,"",2023-02-08 17:00:01,2023-02-08
HY-3D,687,45626,48548,"Hai Yang 3",GEO,35786 km,TBD, ,,Mission concept,"",2020-08-20 20:19:50,2020-08-20
HY-2L,688,45626,46356,"Hai Yang 2",SunSync,500 km, , ,07:00 desc,Considered,"CSCAT, SWIM",2023-02-08 16:59:31,2023-02-08
ISS CLARREO-PF,689,44895,45260,"International Space Station",DRIFT,407 km, ,51.6°,,Planned,"HySICS",2021-06-14 14:39:54,2021-06-14
MAIA,690,45260,46356,"Multi-Angle Imager for Aerosols",SunSync,740 km, , ,TBD,Planned,"MAIA",2022-03-21 15:15:33,2022-03-21
MISTiC Winds,692,TBD,TBD,"Midwave Infrared Sounding of Temperature and humidity in a Constellation for Winds",SunSync,705 km, , ,13:30 asc,Mission concept,"",2016-06-30 21:43:40,2016-06-30
Arctica-M N3,693,45260,48913,"Arctica in Molniya orbit",Molniya,, ,63.4°,,Planned,"DCS/A, GGAK-E/FM-E, GGAK-E/GALS-E (Arctica), GGAK-E/SKIF-6 (Arctica), MSU-GS/A",2021-11-16 15:27:54,2021-11-16
Arctica-M N4,694,45626,49278,"Arctica in Molniya orbit",Molniya,, ,63.4°,,Planned,"DCS/A, GGAK-E/FM-E, GGAK-E/GALS-E (Arctica), GGAK-E/SKIF-6 (Arctica), MSU-GS/A",2021-11-16 15:28:24,2021-11-16
Arctica-M N5,695,45626,49278,"Arctica in Molniya orbit",Molniya,, ,63.4°,,Planned,"DCS/A, GGAK-E/FM-E, GGAK-E/GALS-E (Arctica), GGAK-E/SKIF-6 (Arctica), MSU-GS/A",2021-11-16 15:28:53,2021-11-16
GF-9,696,42261,44895,"Gao Fen",SunSync,650 km, , ,10:30 desc,Operational,"PMS-2",2020-09-08 18:35:46,2020-09-08
SkySat-4,697,42629,44895,"Sky Satellite",SunSync,507 km, , ,10:30 desc,Operational,"SkySat",2022-12-10 22:01:19,2022-12-10
SkySat-5,698,42629,44895,"Sky Satellite",SunSync,507 km, , ,10:30 desc,Operational,"SkySat",2022-12-10 22:01:40,2022-12-10
SkySat-6,699,42629,44895,"Sky Satellite",SunSync,507 km, , ,10:30 desc,Operational,"SkySat",2022-12-10 22:01:55,2022-12-10
SkySat-7,700,42629,44895,"Sky Satellite",SunSync,509 km, , ,10:30 desc,Operational,"SkySat",2022-12-10 22:02:13,2022-12-10
SkySat-8,701,43039,44895,"Sky Satellite",SunSync,500 km, , ,13:30 asc,Operational,"SkySat",2022-12-10 22:02:29,2022-12-10
SkySat-9,702,43039,44895,"Sky Satellite",SunSync,500 km, , ,13:30 asc,Operational,"SkySat",2022-12-10 22:02:47,2022-12-10
SkySat-10,703,43039,44895,"Sky Satellite",SunSync,500 km, , ,13:30 asc,Operational,"SkySat",2022-12-10 22:03:02,2022-12-10
SkySat-11,704,43039,44895,"Sky Satellite",SunSync,500 km, , ,13:30 asc,Operational,"SkySat",2022-12-10 22:03:20,2022-12-10
SkySat-12,705,43039,44895,"Sky Satellite",SunSync,500 km, , ,13:30 asc,Operational,"SkySat",2022-12-10 22:03:35,2022-12-10
SkySat-13,706,43039,44895,"Sky Satellite",SunSync,500 km, , ,13:30 asc,Operational,"SkySat",2022-12-10 22:03:56,2022-12-10
PeruSat-1,707,42629,45991,"PeruSat",SunSync,705 km, , ,10:30 desc,Operational,"NAOMI (KazEOSat)",2017-08-03 12:14:28,2017-08-03
AlSat-1B,708,42639,44895,"Algeria Satellite",SunSync,690 km, , ,10:30 asc,Operational,"SLIM6",2022-10-28 10:03:35,2022-10-28
XMM-Newton,709,36504,44895,"X-ray Multi-Mirror Mission Observatory - Newton",DRIFT,40000 km, ,40°,,Operational,"EPIC (XMM), OM, RGS",2022-10-28 13:54:15,2022-10-28
CRRES,710,33079,33523,"Combined Release and Radiation Effects Satellite",DRIFT,3400 km, ,18°,,Inactive,"MEA",2016-10-10 16:55:24,2016-10-10
Galileo,711,40837,47817,"Galileo",DRIFT,23222 km, ,56°,,Operational,"EMU",2016-10-11 19:48:03,2016-10-11
SES-14,712,43125,44530,"Société Européenne des Satellites",GEO,35786 km,47.5 ° W, ,,Presumably inactive,"GOLD",2023-06-05 9:19:25,2023-06-05
Explorer-VII,713,21836,22517,"Explorer-VII",DRIFT,722 km, ,50.28°,,Inactive,"FPR",2016-10-19 18:12:37,2016-10-19
Göktürk-1A,714,42709,44895,"Göktürk",SunSync,700 km, , ,10:30 asc,Operational,"HiRI",2022-10-24 14:48:43,2022-10-24
Arase (ERG),715,42724,48548,"Exploration of energization and Radiation in Geospace",MAG,3000 km, ,31°,,Operational,"HEP-e, LEP-e, LEP-i, MEP-e, MEP-i, MGF (ERG), PWE, XEP-e",2023-04-27 11:03:37,2023-04-27
SuperView-1,716,42732,44895,"SuperView also known as GaoJing",SunSync,534 km, , ,10:30 desc,Operational,"PMS-3",2022-10-28 13:27:45,2022-10-28
SuperView-2,717,42732,44895,"SuperView also known as GaoJing",SunSync,534 km, , ,10:30 desc,Operational,"PMS-3",2022-10-28 13:28:03,2022-10-28
SuperView-3,718,43109,44895,"SuperView also known as GaoJing",SunSync,500 km, , ,10:30 desc,Operational,"PMS-3",2018-04-26 12:57:47,2018-04-26
SuperView-4,719,43109,44895,"SuperView also known as GaoJing",SunSync,500 km, , ,10:30 desc,Operational,"PMS-3",2018-04-26 12:59:10,2018-04-26
ResourceSat-3,720,45626,47452,"Satellite for Earth Resources",SunSync,795 km, , ,10:30 desc,Planned,"ALISS-3, ATCOR",2023-07-24 8:38:56,2023-07-24
ResourceSat-3A,721,45991,47452,"Satellite for Earth Resources",SunSync,795 km, , ,10:30 desc,Planned,"ALISS-3, ATCOR",2023-07-24 8:39:35,2023-07-24
OceanSat-3A,722,45626,47452,"Satellite for the Ocean",SunSync,723 km, , ,12:00 desc,Planned,"OCM (OceanSat-3), OSCAT-3, SSTM",2023-04-19 9:27:38,2023-04-19
Landsat-9,724,44466,47817,"Landsat Data Continuity Mission",SunSync,705 km, , ,10:00 desc,Operational,"OLI, TIRS",2023-07-24 8:37:05,2023-07-24
TSIS-2,725,45260,46356,"Earth Systematic Missions",DRIFT,407 km, ,51.6°,,Planned,"TSIS",2023-05-02 13:27:23,2023-05-02
CSIM,726,43437,44592,"Compact Spectral Irradiance Monitor",DRIFT,587 km, ,97.7°,,Inactive,"SIM",2022-03-21 9:00:52,2022-03-21
Amazônia-2,728,44895,46721,"Amazônia",SunSync,778 km, , ,10:30 desc,Planned,"AWFI-2",2017-08-02 20:57:08,2017-08-02
KANOPUS-V3,730,43132,44895,"KANOPUS Vulkan",SunSync,510 km, , ,10:30 asc,Operational,"MSS (KANOPUS), MSU-200, PSS",2023-06-05 13:34:06,2023-06-05
KANOPUS-V4,732,43132,44895,"KANOPUS Vulkan",SunSync,510 km, , ,10:30 asc,Operational,"MSS (KANOPUS), MSU-200, PSS",2023-06-05 13:34:52,2023-06-05
FORMOSAT-1,733,36186,38155,"FORMOSAT",DRIFT,600 km, ,35°,,Inactive,"IPEI, OCI (FORMOSAT)",2017-08-01 11:17:04,2017-08-01
FORMOSAT-5,734,42971,44895,"FORMOSAT",SunSync,720 km, , ,10:00 desc,Operational,"AIP, RSI (FORMOSAT-5)",2022-10-28 13:31:37,2022-10-28
VRSS-2,735,43017,44895,"Venezuelan Remote Sensing Satellite",SunSync,636 km, , ,10:30 desc,Operational,"",2022-10-28 13:37:02,2022-10-28
Mohammed VI-A,736,43047,44895,"Mohammed VI",SunSync,620 km, , ,10:30 desc,Operational,"HiRI",2022-12-10 22:05:49,2022-12-10
Mohammed VI-B,737,43425,44895,"Mohammed VI",SunSync,620 km, , ,10:30 desc,Operational,"HiRI",2019-03-23 17:31:08,2019-03-23
CartoSat-2F,738,43112,44895,"Satellite for Cartography",SunSync,505 km, , ,09:37 desc,Operational,"EvM, HRMX, PAN (CartoSat 2C/D",2020-01-04 15:26:14,2020-01-04
SkySat-14,739,43437,44895,"Sky Satellite",SunSync,500 km, , ,13:30 asc,Operational,"SkySat",2019-03-23 17:40:16,2019-03-23
SkySat-15,740,43437,44895,"Sky Satellite",SunSync,500 km, , ,13:30 asc,Operational,"SkySat",2019-03-23 17:41:31,2019-03-23
GF-1-02,741,43190,44895,"Gao Fen",SunSync,640 km, , ,10:30 desc,Operational,"PMS",2022-10-28 13:39:47,2022-10-28
GF-1-03,742,43190,44895,"Gao Fen",SunSync,640 km, , ,10:30 desc,Operational,"PMS",2022-10-28 13:40:05,2022-10-28
GF-1-04,743,43190,44895,"Gao Fen",SunSync,640 km, , ,10:30 desc,Operational,"PMS",2022-10-28 13:40:34,2022-10-28
ISS ASIM,745,43192,44895,"International Space Station",DRIFT,407 km, ,51.6°,,Operational,"MMIA, MXGS",2022-10-28 13:43:35,2022-10-28
GF-6,746,43253,45991,"Gao Fen",SunSync,640 km, , ,10:30 desc,Operational,"PMS, WFV",2020-09-08 18:43:18,2020-09-08
